ID	TR02_TYPE	ORG_NAME	SECTOR_ID	ORG_NETWORK_BIT	ORG_PARTICIPANT_BIT	ORG_NB_EMPLOY	ORG_URL	ORG_BHR_URL	ORG_DATE_CREATE	ORG_DATE_MODIFICATION	ORG_DATE_JOINING	ORG_DATE_DELISTED	ORG_ACTIVE	ORG_ISGLOBAL500	TR01_COUNTRY_ID	ORG_STATUS_COP	ORG_COP_ALERT	ORG_UN_SPEC	ORG_PART_MAIL	ORG_30DAYS_TO_COP	ORG_90DAYS_TO_COP	ORG_TODAY_COPDUE	ORG_TODAY_INACT	ORG_30DAYS_TO_INACT	ORG_90DAYS_TO_INACT	ORG_MEMBER_ONEYEAR	ORG_LISTED_STATUS	ORG_LIST_CODE	ORG_LIST_EXCHANGE_CODE	ORG_PARENT_NAME	ORG_PARENT_LIST_CODE	TR11_REASON	ORG_LAST_MODIFIED_BY	ORG_JOIN_LETTER
4	SME	"""Plaske"" JSC"	6	FALSE	TRUE	100	http://www.plaske.ua		1/11/2008	1/15/2008	1/11/2008		TRUE	FALSE	UA	2			0	12/11/2009	10/12/2009	1/10/2010	1/10/2011	12/11/2010	10/12/2010	1/10/2009	0		ZXXZ			0		
9647	SME	'Mediapro' LTD	21	FALSE	TRUE	62	http://www.protv.md		6/22/2009	6/22/2009	6/22/2009		TRUE	FALSE	MD	2			1	5/23/2011	3/24/2011	6/22/2011	6/21/2012	5/22/2012	3/23/2012	6/22/2010	1		ZXXZ	All		0	87806823	pdf
9104	SME	'Moncord' Savings and Credit Union	13	FALSE	TRUE	20	http://www.moncord.mn		2/27/2009	2/27/2009	2/27/2009		TRUE	FALSE	MN	2			0	2/21/2010	12/23/2009	3/23/2010	3/23/2011	2/21/2011	12/23/2010	2/27/2010	1		ZXXZ	All		0	87806823	Pdf
7813	SME	'Tender' magazine	21	FALSE	TRUE	16	http://tenderbelarus.com		6/27/2008	4/29/2009	6/27/2008		TRUE	FALSE	BY	2			0	5/28/2010	3/29/2010	6/27/2010	6/27/2011	5/28/2011	3/29/2011	6/27/2009	0		ZXXZ	This feature was never implemented		0	87796823	pdf
7958	NGO Local	'World Wide Aid and Cooperation' Moldova	101	FALSE	TRUE	5	http://wwac.gr		7/17/2008	7/17/2008	7/17/2008		TRUE	FALSE	MD	2			0	6/17/2010	4/18/2010	7/17/2010	7/17/2011	6/17/2011	4/18/2011	7/17/2009	0		ZXXZ	All		0		pdf
9774	SME	.OPTIMIZA	11	FALSE	TRUE	12	http://www.optimiza.com		7/16/2009	7/16/2009	7/16/2009		TRUE	FALSE	ES	2			1	6/16/2011	4/17/2011	7/16/2011	7/15/2012	6/15/2012	4/16/2012	7/16/2010	1		ZXXZ	All		0	87806823	pdf
9476	SME	1 Brandgood Partners	11	FALSE	TRUE	35	http://www.1brandgood.com		5/14/2009	5/14/2009	5/14/2009		TRUE	FALSE	GB	2			1	4/14/2011	2/13/2011	5/14/2011	5/13/2012	4/13/2012	2/13/2012	5/14/2010	1		ZXXZ	All		0	87806823	pdf
5	SME	1 Tabelionato de Notas e Protestos de N. Hamburgo	32	FALSE	TRUE	10			10/26/2005	2/8/2007	6/27/2003	7/6/2008	FALSE	FALSE	BR	3			0	6/6/2006	4/7/2006	7/6/2006	7/6/2007	6/6/2007	4/7/2007	6/26/2004			ZXXZ			3		
9804	SME	1A Consultores S. Coop	11	FALSE	TRUE	10	http://www.1aconsultores.com		7/21/2009	7/21/2009	7/21/2009		TRUE	FALSE	ES	2			1	6/21/2011	4/22/2011	7/21/2011	7/20/2012	6/20/2012	4/21/2012	7/21/2010	0		ZXXZ	All		0	87806823	pdf
6	SME	"1A Ingenieros, S.L."	11	FALSE	TRUE	70	http://www.1aingenieros.com		1/11/2007	1/11/2007	1/11/2007		TRUE	FALSE	ES	1			0	12/11/2008	10/12/2008	1/10/2009	1/10/2010	12/11/2009	10/12/2009	1/11/2008			ZXXZ					
7	Company	1st Global Property Management	27	FALSE	TRUE	0			10/26/2005	1/14/2008	6/20/2002		FALSE	FALSE	PH	0			0	5/20/2004	3/21/2004	6/19/2004	6/19/2005	5/20/2005	3/21/2005	6/20/2003	0		ZXXZ			1		
8	SME	2 FAF shpk	9	FALSE	TRUE	52			1/25/2008	1/25/2008	1/25/2008		TRUE	FALSE	AL	2			1	12/25/2009	10/26/2009	1/24/2010	1/24/2011	12/25/2010	10/26/2010	1/24/2009	0		ZXXZ			0		
9	SME	2Moro SAS	3	FALSE	TRUE	30	http://www.2moro.com		3/20/2007	3/20/2007	3/20/2007		TRUE	FALSE	FR	1			0	2/17/2009	12/19/2008	3/19/2009	3/19/2010	2/17/2010	12/19/2009	3/19/2008			ZXXZ					
8073	NGO Local	2nd. Lusophone Games Organising Committee - Lisbon 2009	101	FALSE	TRUE	10	http://www.lisboa2009.org		8/7/2008	8/7/2008	8/7/2008		TRUE	FALSE	PT	2			0	7/8/2010	5/9/2010	8/7/2010	8/7/2011	7/8/2011	5/9/2011	8/7/2009	0		ZXXZ	All		0		pdf
10	Company	3 Suisses International	6	FALSE	TRUE	450			10/26/2005		7/26/2000		TRUE	FALSE	FR	2			0	12/31/2009	11/1/2009	1/30/2010	1/30/2011	12/31/2010	11/1/2010	7/26/2001			ZXXZ					
11	Micro Entreprise	360hub Norway	101	FALSE	FALSE	1			10/26/2005		10/26/2005		FALSE	FALSE	NO	2			0							10/26/2006			ZXXZ					
12	Company	3663 First for Foodservice	31	FALSE	TRUE	5500	http://www.3663.co.uk		6/12/2006	6/12/2006	6/12/2006		TRUE	FALSE	GB	0			0	5/12/2008	3/13/2008	6/11/2008	6/11/2009	5/12/2009	3/13/2009	6/12/2007			ZXXZ					
13	SME	3D Sign S.A.	32	FALSE	TRUE	42	http://www.3dsign.com		9/4/2006	12/6/2007	9/4/2006		TRUE	FALSE	DO	1			0	8/4/2008	6/5/2008	9/3/2008	9/3/2009	8/4/2009	6/5/2009	9/4/2007	0		ZXXZ					
7767	SME	3XN A/S	11	FALSE	TRUE	130	http://www.3xn.com		6/18/2008	6/18/2008	6/18/2008		TRUE	FALSE	DK	2			0	5/19/2010	3/20/2010	6/18/2010	6/18/2011	5/19/2011	3/20/2011	6/18/2009	0		ZXXZ	All		0		pdf
14	SME	4C Strategies AB	11	FALSE	TRUE	11	http://www.4cstrategies.com		10/26/2005		9/12/2005		TRUE	FALSE	SW	1			0	6/18/2009	4/19/2009	7/18/2009	7/18/2010	6/18/2010	4/19/2010	9/12/2006			ZXXZ					
15	SME	4CX	16	FALSE	TRUE	150	http://www.4cassociates.com		11/8/2007	11/8/2007	11/8/2007		TRUE	FALSE	GB	2			0	10/8/2009	8/9/2009	11/7/2009	11/7/2010	10/8/2010	8/9/2010	11/7/2008	0		ZXXZ					
16	SME	4flow AG	17	FALSE	TRUE	45	http://www.4flow.de		6/5/2006	6/7/2006	6/5/2006		TRUE	FALSE	DE	2			0	7/22/2009	5/23/2009	8/21/2009	8/21/2010	7/22/2010	5/23/2010	6/5/2007			ZXXZ					
9900	SME	4POWER Infcom FZ LLC	17	FALSE	TRUE	15	www.4power.biz		8/18/2009	8/18/2009	8/18/2009		TRUE	FALSE	AE	2			1	7/19/2011	5/20/2011	8/18/2011	8/17/2012	7/18/2012	5/19/2012	8/18/2010	1		ZXXZ	All		0	87806823	pdf
17	SME	4RF Communications Ltd	21	FALSE	TRUE	80	http://www.4rf.com		10/26/2005		3/4/2005	3/4/2009	FALSE	FALSE	NZ	3			0	2/2/2007	12/4/2006	3/4/2007	3/3/2008	2/2/2008	12/4/2007	3/4/2006			ZXXZ			3		
8543	SME	5 Diamondz	105	FALSE	TRUE	75			11/3/2008	11/3/2008	11/3/2008		TRUE	FALSE	US	2			0	10/4/2010	8/5/2010	11/3/2010	11/3/2011	10/4/2011	8/5/2011	11/3/2009	1		ZXXZ	All		0		pdf
18	Public Sector Organization	6 Oficio de Registro de Titulos e Documentos na Cidade do Rio de Janeiro	101	FALSE	TRUE	23	http://www.6rtd-rj.com.br		2/27/2008	2/27/2008	2/27/2008		TRUE	FALSE	BR	2			0								0		ZXXZ	All		0		
19	Public Sector Organization	6o Oficio de Registro de Titulos e Documentos na Cidade do Rio de Janeiro	101	FALSE	FALSE	23	http://www.6rtd-rj.com.br		3/6/2008	4/17/2008	3/6/2008		FALSE	FALSE	BR	2			0								0		ZXXZ	All		0		
9237	SME	7 concept	9	FALSE	TRUE	10			3/30/2009	3/30/2009	3/30/2009		TRUE	FALSE	FR	2			0	2/28/2011	12/30/2010	3/30/2011	3/29/2012	2/28/2012	12/30/2011	3/30/2010	1		ZXXZ	All		0	87806823	pdf
9825	SME	7COMm Informatica Ltda.	17	FALSE	TRUE	123	http://www.7comm.com.br		7/27/2009	7/27/2009	7/27/2009		TRUE	FALSE	BR	2			1	6/27/2011	4/28/2011	7/27/2011	7/26/2012	6/26/2012	4/27/2012	7/27/2010	1		ZXXZ	All		0	87806823	pdf
9621	Company	888 Holdings plc	17	FALSE	TRUE	880	http://www.888holdingsplc.com		6/15/2009	6/15/2009	6/15/2009		TRUE	FALSE	GI	2			1	5/16/2011	3/17/2011	6/15/2011	6/14/2012	5/15/2012	3/16/2012	6/15/2010	2		ZXXZ	All		0	134146823	pdf
20	SME	A and S Atun Ltd.	31	FALSE	TRUE	33	http://www.atun.com		8/10/2006	8/10/2006	8/10/2006		TRUE	FALSE	CY	0			0	7/10/2008	5/11/2008	8/9/2008	8/9/2009	7/10/2009	5/11/2009	8/10/2007			ZXXZ					
21	NGO Local	A Better World	101	FALSE	TRUE	50	http://www.creatingabetterworld.net		5/1/2008	11/7/2008	5/1/2008		TRUE	FALSE	US	2			0								0		ZXXZ	All		0		
9088	SME	A Kiara Corporation SDN BHD	9	FALSE	TRUE	35			2/25/2009	2/25/2009	2/25/2009		TRUE	FALSE	MY	2			0	1/26/2011	11/27/2010	2/25/2011	2/25/2012	1/26/2012	11/27/2011	2/25/2010	1		ZXXZ	All		0		pdf
22	SME	A&G Management Consulting	11	FALSE	TRUE	20	http://www.a-e-g.it		10/26/2005		2/10/2005		TRUE	FALSE	IT	2			0	12/10/2009	10/11/2009	1/9/2010	1/9/2011	12/10/2010	10/11/2010	2/10/2006			ZXXZ					
8745	Company	A&R Carton AB	11	FALSE	TRUE	1850	http://www.ar-carton.com		12/11/2008	12/11/2008	12/11/2008		TRUE	FALSE	SW	2			0	11/11/2010	9/12/2010	12/11/2010	12/11/2011	11/11/2011	9/12/2011	12/11/2009	1		ZXXZ	All		0		pdf
23	Micro Entreprise	A-Z Gestion Documental	101	FALSE	FALSE	3	http://www.azgestion.es		1/14/2008	7/31/2008	1/14/2008		FALSE	FALSE	ES	2			0								0		ZXXZ	All		0		
24	Company	A. Raymond	2	FALSE	TRUE	800	http://www.araymond.com		10/26/2005		7/21/2003		TRUE	FALSE	FR	2			0	11/15/2009	9/16/2009	12/15/2009	12/15/2010	11/15/2010	9/16/2010	7/20/2004	2	RJF	NYSE					
25	CSR Organization	A.C. Lake E-Volutions	101	FALSE	TRUE	2	http://www.e-volutions.net		5/16/2006	5/11/2007	5/25/2006		TRUE	FALSE	IT	2			0							5/25/2007			ZXXZ					
26	SME	A.C.A. Riegelsberger	11	FALSE	TRUE	10			10/26/2005	9/10/2007	5/21/2003		TRUE	FALSE	DE	1			0	11/3/2008	9/4/2008	12/3/2008	12/3/2009	11/3/2009	9/4/2009	5/20/2004	0		ZXXZ					
27	SME	A.C.P. Confidenza	11	FALSE	TRUE	10			3/17/2008	3/17/2008	3/17/2008		TRUE	FALSE	EC	2			0	2/15/2010	12/17/2009	3/17/2010	3/17/2011	2/15/2011	12/17/2010	3/17/2009	0		ZXXZ	All		0		
28	Business Association Local	A.I.D.I. - Associazione Industrie Dolciarie Italiane	101	FALSE	TRUE	14	http://www.dolceitalia.net		10/26/2005		7/16/2004		TRUE	FALSE	IT	2			0							7/16/2005			ZXXZ					
29	Company	A.I.NETT	32	FALSE	TRUE	350	http://www.delfau-services.fr		10/26/2005	5/4/2007	4/29/2004		FALSE	FALSE	FR	0			0	3/30/2006	1/29/2006	4/29/2006	4/29/2007	3/30/2007	1/29/2007	4/29/2005			ZXXZ					
9507	NGO Local	A.M.I. Aide aux Musiques Innovatrices	101	FALSE	TRUE	12	http://www.amicentre.biz		5/21/2009	5/21/2009	5/21/2009		TRUE	FALSE	FR	2			1	4/21/2011	2/20/2011	5/21/2011	5/20/2012	4/20/2012	2/20/2012	5/21/2010	0		ZXXZ	All		0	87806823	pdf
9122	Company	A.P. Moller - Maersk	31	FALSE	TRUE	117000	http://www.maersk.com		3/3/2009	3/3/2009	3/3/2009		TRUE	TRUE	DK	2			0	2/1/2011	12/3/2010	3/3/2011	3/2/2012	2/1/2012	12/3/2011	3/3/2010	2		CPH	All		0	87806823	pdf
30	SME	A.S. Pindel Corp.	20	FALSE	TRUE	66	http://www.pindel.com		12/4/2007	12/4/2007	12/4/2007		TRUE	FALSE	US	2			0	11/3/2009	9/4/2009	12/3/2009	12/3/2010	11/3/2010	9/4/2010	12/3/2008	0		ZXXZ					
31	SME	A.S. Sierant	9	FALSE	TRUE	94	http://www.sierant.com		5/15/2008	5/30/2008	5/15/2008		TRUE	FALSE	PL	2			0	4/15/2010	2/14/2010	5/15/2010	5/15/2011	4/15/2011	2/14/2011	5/15/2009	0		ZXXZ	All		0		
32	SME	A.T.W. Products	30	FALSE	TRUE	45	http://www.atw.com.pl		10/26/2005		1/12/2005		TRUE	FALSE	PL	1			0	12/23/2008	10/24/2008	1/22/2009	1/22/2010	12/23/2009	10/24/2009	1/12/2006			ZXXZ					
33	SME	A.Z. Industries LTD	9	FALSE	TRUE	50	http://www.azltd.co.il		2/15/2007	2/15/2007	2/15/2007		TRUE	FALSE	IL	2			0	1/12/2010	11/13/2009	2/11/2010	2/11/2011	1/12/2011	11/13/2010	2/15/2008			ZXXZ					
34	Mailing List	AACSB International	101	FALSE	FALSE	0	http://www.aacsb.edu		12/11/2006	2/14/2007			FALSE	FALSE	US	2													ZXXZ					
35	Business Association Local	AAPSA - Associacao dos Administradores de Pessoal	101	FALSE	TRUE	6	http://www.aapsa.com.br		10/26/2005		4/4/2005		TRUE	FALSE	BR	2			0							4/4/2006			ZXXZ					
8338	Company	AAR Holdings Ltd.	15	FALSE	TRUE	550	http://www.aarhealth.com		9/23/2008	9/23/2008	9/23/2008		TRUE	FALSE	KE	2			0	8/24/2010	6/25/2010	9/23/2010	9/23/2011	8/24/2011	6/25/2011	9/23/2009	3		ZXXZ	All		0		pdf
8916	Academic	"Aarhus School of Business, Aarhus University"	101	FALSE	TRUE	550	http://www.asb.dk		1/19/2009	1/19/2009	1/19/2009		TRUE	FALSE	DK	2			0	12/20/2010	10/21/2010	1/19/2011	1/19/2012	12/20/2011	10/21/2011	1/19/2010	0		ZXXZ	All		0		pdf
36	Company	AarhusKarlshamn AB	14	FALSE	TRUE	2000	http://www.aarhusunited.com		10/26/2005	2/5/2007	1/23/2003		TRUE	FALSE	DK	2			0	6/20/2010	4/21/2010	7/20/2010	7/20/2011	6/20/2011	4/21/2011	1/23/2004	2	AAK	STO					
8835	SME	aart a/s	9	FALSE	TRUE	27	http://www.aart.dk		12/26/2008	12/26/2008	12/26/2008		TRUE	FALSE	DK	2			0	11/26/2010	9/27/2010	12/26/2010	12/26/2011	11/26/2011	9/27/2011	12/26/2009	1		ZXXZ	All		0		pdf
9532	NGO Local	AAS Welfare Organization	101	FALSE	TRUE	10			5/27/2009	5/27/2009	5/27/2009		TRUE	FALSE	PK	2			1	4/27/2011	2/26/2011	5/27/2011	5/26/2012	4/26/2012	2/26/2012	5/27/2010	0		ZXXZ	All		0	87806823	pdf
37	Company	AAST	11	FALSE	TRUE	250	http://www.aast.edu		10/26/2005		5/11/2004	5/11/2008	FALSE	FALSE	EG	3			0	4/11/2006	2/10/2006	5/11/2006	5/11/2007	4/11/2007	2/10/2007	5/11/2005			ZXXZ			3		
38	Company	Aastra Technologies Ltd.	28	FALSE	TRUE	2000	http://www.aastra.com		4/7/2008	5/15/2008	4/7/2008		TRUE	FALSE	CA	2			0	3/8/2010	1/7/2010	4/7/2010	4/7/2011	3/8/2011	1/7/2011	4/7/2009	0		ZXXZ	All		0		
39	Company	Ab Alna	17	FALSE	TRUE	394	http://www.alna.com		6/6/2006	6/6/2006	6/6/2006		TRUE	FALSE	LT	0			0	5/6/2008	3/7/2008	6/5/2008	6/5/2009	5/6/2009	3/7/2009	6/6/2007	2	ALNA	OTC					
40	Company	AB Bank 'Hansabankas'	13	FALSE	TRUE	3000	http://www.hansa.lt		12/4/2006	12/5/2008	12/4/2006		TRUE	FALSE	LT	2			0	11/3/2009	9/4/2009	12/3/2009	12/3/2010	11/3/2010	9/4/2010	12/4/2007	2	SAB1L	VSE	All		0		
41	Company	AB Danisco sugar Kedainiai	14	FALSE	FALSE	256	http://www.danisco.com		10/26/2005	5/31/2007	7/6/2005		FALSE	FALSE	LT	2			0	8/9/2007	6/10/2007	9/8/2007	9/7/2008	8/8/2008	6/9/2008	7/6/2006			ZXXZ					
42	Company	AB Danisco sugar Kedainiai ir Panevezys	14	FALSE	FALSE	256	http://www.danisco.com		10/26/2005	7/29/2008	7/6/2005		FALSE	FALSE	LT	2			0	7/22/2008	5/23/2008	8/21/2008	8/21/2009	7/22/2009	5/23/2009	7/6/2006	0		ZXXZ	All		0		
43	Company	AB Electrolux	16	FALSE	TRUE	87139	http://www.electrolux.com		10/26/2005	5/22/2009	3/27/2002		TRUE	FALSE	SW	2			0	7/27/2009	5/28/2009	8/26/2009	8/26/2010	7/27/2010	5/28/2010	3/27/2003	2	ELUXY	OTC	This feature was never implemented		0	87806823	
44	Company	AB Klaipedos Kartonas	26	FALSE	TRUE	319	http://www.kartonas.lt		10/26/2005	9/14/2006	6/14/2005		TRUE	FALSE	LT	2			0	8/5/2009	6/6/2009	9/4/2009	9/4/2010	8/5/2010	6/6/2010	6/14/2006	2	KJK1L	VSE					
45	SME	AB Komponenty s.r.o.	20	FALSE	TRUE	195	http://www.abkomponenty.cz		5/8/2008	5/8/2008	5/8/2008		TRUE	FALSE	CZ	2			0	4/8/2010	2/7/2010	5/8/2010	5/8/2011	4/8/2011	2/7/2011	5/8/2009	0		ZXXZ	All		0		
46	Company	AB Lifosa	5	FALSE	TRUE	1050	http://www.lifosa.com		10/26/2005	9/14/2006	6/14/2005		TRUE	FALSE	LT	2			0	9/14/2009	7/16/2009	10/14/2009	10/14/2010	9/14/2010	7/16/2010	6/14/2006	2	LFO1L	VSE					
47	Company	AB Mazeikiu Nafta PCL	23	FALSE	TRUE	3400	http://www.nafta.lt		10/26/2005	5/11/2007	6/14/2005	6/14/2009	FALSE	FALSE	LT	3			0	5/15/2007	3/16/2007	6/14/2007	6/13/2008	5/14/2008	3/15/2008	6/14/2006	2	MNF1L	VSE			3		
9471	Company	AB Stockholm Lokaltrafik	30	FALSE	TRUE	600	http://www.sl.se		5/13/2009	5/13/2009	5/13/2009		TRUE	FALSE	SW	2			1	4/13/2011	2/12/2011	5/13/2011	5/12/2012	4/12/2012	2/12/2012	5/13/2010	4		ZXXZ	All		0	87806823	pdf
48	Company	AB Utenos trikotazas	29	FALSE	TRUE	1020	http://www.ut.lt		11/21/2006	11/21/2006	11/21/2006		TRUE	FALSE	LT	1			0	10/21/2008	8/22/2008	11/20/2008	11/20/2009	10/21/2009	8/22/2009	11/21/2007	2	UTR1L	VSE					
49	Company	AB Volvo Group	2	FALSE	TRUE	83187	http://www.volvo.com		10/26/2005	10/30/2007	12/24/2001		TRUE	TRUE	SW	2			0	2/23/2010	12/25/2009	3/25/2010	3/25/2011	2/23/2011	12/25/2010	12/24/2002	2	VOLV	NASDAQ					
50	Company	ABA Seguros S.A.	13	FALSE	TRUE	1142	http://www.abaseguros.com		1/26/2006	1/27/2006	1/26/2006		TRUE	FALSE	MX	0			0	12/27/2007	10/28/2007	1/26/2008	1/25/2009	12/26/2008	10/27/2008	1/26/2007			ZXXZ					
9834	SME	ABACCUS SOLUCIONES E INNOVACION	11	FALSE	TRUE	11			7/28/2009	7/28/2009	7/28/2009		TRUE	FALSE	ES	2			1	6/28/2011	4/29/2011	7/28/2011	7/27/2012	6/27/2012	4/28/2012	7/28/2010	0		ZXXZ	All		0	87806823	pdf
51	Company	Abar Group	32	FALSE	TRUE	0			10/26/2005		3/22/2003	3/22/2007	FALSE	FALSE	IN	0			0	2/19/2005	12/21/2004	3/21/2005	3/21/2006	2/19/2006	12/21/2005	3/21/2004			ZXXZ			3		
7920	SME	ABASE Conseil and Developpement	11	FALSE	TRUE	20	http://www.abase.fr		7/11/2008	7/11/2008	7/11/2008		TRUE	FALSE	FR	2			0	6/11/2010	4/12/2010	7/11/2010	7/11/2011	6/11/2011	4/12/2011	7/11/2009	0		ZXXZ	All		0		pdf
52	Company	ABB Ltd.	18	FALSE	TRUE	140000	http://www.abb.com		10/26/2005		7/26/2000		TRUE	TRUE	CH	2			0	12/24/2009	10/25/2009	1/23/2010	1/23/2011	12/24/2010	10/25/2010	7/26/2001	2	ABBN	VTX					
53	Company	ABB Ltd. - India	18	FALSE	TRUE	3572	http://www.abb.co.in		10/26/2005		6/1/2005		TRUE	FALSE	IN	2			0	2/4/2010	12/6/2009	3/6/2010	3/6/2011	2/4/2011	12/6/2010	6/1/2006	3		ZXXZ					
54	Company	ABB S.A.	6	FALSE	TRUE	250	http://www.abb.com		10/26/2005		9/30/2004	9/30/2008	FALSE	FALSE	CL	3			0	2/12/2008	12/14/2007	3/13/2008	3/13/2009	2/11/2009	12/13/2008	9/30/2005	2	ABBI1	LIN			3		
55	SME	ABBEYS European Financial Advisory Ltd.	11	FALSE	TRUE	17	http://www.abbeys.com.pl		3/30/2007	3/30/2007	3/30/2007		TRUE	FALSE	PL	1			0	2/27/2009	12/29/2008	3/29/2009	3/29/2010	2/27/2010	12/29/2009	3/29/2008			ZXXZ					
56	Company	Abbott Laboratories	32	FALSE	FALSE	0		A/AbbottLaboratories	10/26/2005		10/26/2005		FALSE	FALSE	US	2			0	7/2/2007	5/3/2007	8/1/2007	7/31/2008	7/1/2008	5/2/2008	10/26/2006			ZXXZ					
57	SME	ABC Arquitectos Asociados S.A.	9	FALSE	TRUE	16	http://www.abc-arquitectos.com		10/11/2007	10/11/2007	10/11/2007		TRUE	FALSE	ES	2			0	9/10/2009	7/12/2009	10/10/2009	10/10/2010	9/10/2010	7/12/2010	10/10/2008	0		ZXXZ					
8970	Company	Abdul Monem Ltd.	9	FALSE	TRUE	2400	http://www.amlbd.com		1/28/2009	1/28/2009	1/28/2009		TRUE	FALSE	BD	2			0	12/29/2010	10/30/2010	1/28/2011	1/28/2012	12/29/2011	10/30/2011	1/28/2010	1		ZXXZ	All		0		pdf
8730	SME	Abeki Composites S.L.	5	FALSE	TRUE	14	http://www.abeki.com		12/4/2008	12/4/2008	12/4/2008		TRUE	FALSE	ES	2			0	11/4/2010	9/5/2010	12/4/2010	12/4/2011	11/4/2011	9/5/2011	12/4/2009	0		ZXXZ	All		0		pdf
58	Company	Abena Group	16	FALSE	TRUE	1300	http://www.abena.com		10/26/2005		9/23/2002		TRUE	FALSE	DK	2			0	12/20/2009	10/21/2009	1/19/2010	1/19/2011	12/20/2010	10/21/2010	9/23/2003			ZXXZ					
59	Company	Abengoa	32	FALSE	TRUE	15000	http://www.abengoa.com	A/Abengoa	10/26/2005	8/14/2007	9/20/2002		TRUE	FALSE	ES	2			0	1/13/2010	11/14/2009	2/12/2010	2/12/2011	1/13/2011	11/14/2010	9/20/2003	2	ABG	MCE					
60	Company	Abengoa Peru S.A.	9	FALSE	TRUE	500	http://www.abengoaperu.com.pe		10/26/2007	10/26/2007	10/26/2007		TRUE	FALSE	PE	2			0	9/25/2009	7/27/2009	10/25/2009	10/25/2010	9/25/2010	7/27/2010	10/25/2008	0		ZXXZ					
61	SME	Aberdeen Fluid System Technologies Limited	6	FALSE	TRUE	17	http://www.swagelok.com/aberdeen		8/22/2006	8/22/2006	8/22/2006		TRUE	FALSE	GB	1			0	7/22/2008	5/23/2008	8/21/2008	8/21/2009	7/22/2009	5/23/2009	8/22/2007			ZXXZ					
62	Company	Abertis Infraestructuras	32	FALSE	TRUE	5840	http://www.abertis.com		10/26/2005	11/15/2007	1/26/2005		TRUE	TRUE	ES	2			0	7/6/2010	5/7/2010	8/5/2010	8/5/2011	7/6/2011	5/7/2011	1/26/2006	2	ABE	MCE					
63	Business Association Local	"ABIMIP, Associacao Brasileira da Industria de Medicamentos Isentos de Prescricao"	101	FALSE	TRUE	4	http://www.abimip.org.br		9/5/2007	9/5/2007	9/5/2007		TRUE	FALSE	BR	2			0								0		ZXXZ					
64	SME	Abissnet sh.a.	17	FALSE	TRUE	100			8/26/2007	8/26/2007	8/26/2007		TRUE	FALSE	AL	2			0	7/26/2009	5/27/2009	8/25/2009	8/25/2010	7/26/2010	5/27/2010	8/25/2008	0		ZXXZ					
65	Company	ABN - AMRO	13	FALSE	FALSE	0			12/22/2006	12/22/2006			FALSE	FALSE	US	2				7/2/2007	5/3/2007	8/1/2007	7/31/2008	7/1/2008	5/2/2008				ZXXZ					
66	Company	ABN AMRO Bank N.V.	13	FALSE	TRUE	1354	http://www.abnamro.com.sg		6/2/2007	3/18/2009	6/2/2007	3/18/2009	FALSE	FALSE	SG	2			0	5/2/2009	3/3/2009	6/1/2009	6/1/2010	5/2/2010	3/3/2010	6/1/2008	2	ABN	NYSE	This feature was never implemented		2	87806823	
67	Company	ABN AMRO Holding N.V.	13	FALSE	TRUE	105000	http://www.abnamro.com		10/26/2005	7/3/2008	8/24/2004		TRUE	FALSE	NL	2			0	6/9/2010	4/10/2010	7/9/2010	7/9/2011	6/9/2011	4/10/2011	8/24/2005	2	ABN	AMS	All		0		
68	SME	ABN AMRO Paraguay	13	FALSE	TRUE	236	http://www.abnamro.com		12/20/2006	12/20/2006	12/20/2006		TRUE	FALSE	PY	2			0	11/19/2009	9/20/2009	12/19/2009	12/19/2010	11/19/2010	9/20/2010	12/20/2007			ZXXZ					
8074	SME	Abreu Advogados	11	FALSE	TRUE	170	http://www.abreuadvogados.com		8/7/2008	8/7/2008	8/7/2008		TRUE	FALSE	PT	2			0	6/24/2010	4/25/2010	7/24/2010	7/24/2011	6/24/2011	4/25/2011	8/7/2009	1		ZXXZ	All		0		pdf
69	Business Association Local	ABRH-Nacional	101	FALSE	TRUE	15	http://www.abrhnacional.org.br		10/26/2005		1/29/2004		TRUE	FALSE	BR	2			0							1/28/2005			ZXXZ					
70	SME	ABS Advanced Business Systems	18	FALSE	TRUE	40	http://www.abs.com.eg		10/26/2005		5/11/2004	5/11/2008	FALSE	FALSE	EG	3			0	4/11/2006	2/10/2006	5/11/2006	5/11/2007	4/11/2007	2/10/2007	5/11/2005			ZXXZ			3		
7914	Company	Abu Dhabi National Energy Company (TAQA)	23	FALSE	TRUE	2800	http://www.taqa.ae		7/10/2008	4/23/2009	7/10/2008		TRUE	FALSE	AE	2			0	6/10/2010	4/11/2010	7/10/2010	7/10/2011	6/10/2011	4/11/2011	7/10/2009	2		ZXXZ	This feature was never implemented		0	87806823	pdf
71	Business Association Local	ABUCO - Association Burundaise des Consommateurs	101	FALSE	TRUE	5			1/10/2008	1/10/2008	1/10/2008		TRUE	FALSE	BI	2			0								0		ZXXZ					
9707	SME	Abundant Biofuels Corporation	102	FALSE	TRUE	23	http://www.abundantbiofuels.com		7/7/2009	7/7/2009	7/7/2009		TRUE	FALSE	US	2			1	6/7/2011	4/8/2011	7/7/2011	7/6/2012	6/6/2012	4/7/2012	7/7/2010	1		ZXXZ	All		0	87806823	pdf
